X,Y,Z
-73.777453,5.162047,94.05
-73.767556,5.165582,115.42
-73.794369,5.163425,80.05
-73.768747,5.139719,91.40
-73.781068,5.140740,127.16
-73.772230,5.144669,87.15
-73.768358,5.161391,117.71
-73.781256,5.162444,115.93
-73.786839,5.160018,90.00
-73.780356,5.139557,80.38
-73.794647,5.144021,119.16
-73.789357,5.169335,99.81
-73.779649,5.164259,77.91
-73.765514,5.166760,111.31
-73.763922,5.168071,69.86
-73.790853,5.143205,79.71
-73.763881,5.166768,100.79
-73.765725,5.140378,98.32
-73.763523,5.139617,95.57
-73.778940,5.155317,130.68
-73.763321,5.138521,82.59
-73.763002,5.158037,97.51
-73.781864,5.164268,109.88
-73.789795,5.136834,94.66
-73.783206,5.151045,100.15
-73.775746,5.138771,95.75
-73.772109,5.153774,87.14
-73.790662,5.161048,98.29
-73.781079,5.149507,116.65
-73.780164,5.152101,98.06
-73.792869,5.147714,101.86
-73.777367,5.168479,84.88
-73.795382,5.142135,106.05
-73.772737,5.164609,108.77
-73.766174,5.149811,91.89
-73.783859,5.166257,86.73
-73.770844,5.157703,82.76
-73.783025,5.151954,128.86
-73.779085,5.143709,113.34
-73.764801,5.146664,94.51
-73.778072,5.167172,131.64
-73.770370,5.168492,54.94
-73.772448,5.157262,80.46
-73.782883,5.140370,107.90
-73.794742,5.169334,89.74
-73.785386,5.159080,107.31
-73.795266,5.143641,97.79
-73.773631,5.137153,119.02
-73.788638,5.146053,111.47
-73.787374,5.167249,92.63
-73.775541,5.144727,91.54
-73.776367,5.137762,113.92
-73.787466,5.154109,95.31
-73.795203,5.140631,116.68
-73.776103,5.146005,94.55
-73.786424,5.138241,109.63
-73.763597,5.151809,110.64
-73.791637,5.170369,97.70
-73.765593,5.170887,100.68
-73.768975,5.156905,94.95
-73.795118,5.159964,99.69
-73.796698,5.138559,85.53
-73.794829,5.167289,114.72
-73.761667,5.169222,89.81
-73.778395,5.154276,111.73
-73.783924,5.148540,98.07
-73.793617,5.162835,97.27
-73.779328,5.159147,111.61
-73.783712,5.151150,125.87
-73.773437,5.148717,107.08
-73.781831,5.155096,91.24
-73.787129,5.136355,104.16
-73.784352,5.169570,111.04
-73.776956,5.156392,109.71
-73.768189,5.139026,96.45
-73.773886,5.150300,98.75
-73.795558,5.146961,121.01
-73.768224,5.146980,108.50
-73.771647,5.164963,110.31
-73.796014,5.158399,92.59
-73.776831,5.142864,97.78
-73.764798,5.146988,91.08
-73.782037,5.138971,99.95
-73.764566,5.160738,118.11
-73.771917,5.136709,91.47
-73.770568,5.166375,104.92
-73.776482,5.169821,109.70
-73.778602,5.168632,96.99
-73.793597,5.169680,98.33
-73.774696,5.171168,122.13
-73.792074,5.138823,76.63
-73.781046,5.148840,132.61
-73.792013,5.165387,51.89
-73.781686,5.153494,96.08
-73.772566,5.148397,85.96
-73.776932,5.147416,53.08
-73.765115,5.165284,85.02
-73.781205,5.154988,94.19
-73.780937,5.149900,113.57
-73.769081,5.140448,86.05
-73.775091,5.153805,89.79
-73.770036,5.143209,86.19
-73.781755,5.144419,118.02
-73.778513,5.165017,101.83
-73.763756,5.171006,85.28
-73.790601,5.158747,110.72
-73.782654,5.148402,125.74
-73.780449,5.157608,95.34
-73.769591,5.155406,82.45
-73.794796,5.168258,94.35
-73.784677,5.153659,119.98
-73.772004,5.142440,99.95
-73.787300,5.141217,89.78
-73.769695,5.148851,92.44
-73.781131,5.141253,105.04
-73.774535,5.166862,101.42
-73.776551,5.142925,91.12
-73.782691,5.140783,64.83
-73.786105,5.162104,91.03
-73.762822,5.144349,113.37
-73.761463,5.160785,107.88
-73.765428,5.160351,87.62
-73.770409,5.164807,108.48
-73.761696,5.157717,81.08
-73.766524,5.143594,83.65
-73.774720,5.160202,100.04
-73.781066,5.168698,88.94
-73.796629,5.171384,77.39
-73.791703,5.138929,94.23
-73.788986,5.141290,77.01
-73.785133,5.141338,82.91
-73.786625,5.169351,104.95
-73.796200,5.149825,98.13
-73.788872,5.163189,99.32
-73.796304,5.151296,97.58
-73.793178,5.167895,94.41
-73.787123,5.161068,79.81
-73.770625,5.161553,110.49
-73.766556,5.168868,121.43
-73.768749,5.160910,107.76
-73.778678,5.140874,108.51
-73.782641,5.147438,93.04
-73.777998,5.164434,101.43
-73.790555,5.145366,90.79
-73.768808,5.162273,88.07
-73.761154,5.151613,93.77
-73.786255,5.161839,103.97
-73.765920,5.154518,101.06
-73.765671,5.162586,76.73
-73.791691,5.144840,110.09
-73.763100,5.145148,78.78
-73.774138,5.166081,95.20
-73.772205,5.156003,105.89
-73.766750,5.156561,81.85
-73.792769,5.136798,78.79
-73.775825,5.141882,89.91
-73.793529,5.138959,108.09
-73.767247,5.166026,132.00
-73.774744,5.168211,138.53
-73.762466,5.140597,89.81
-73.767678,5.164446,98.50
-73.772903,5.152815,95.07
-73.769367,5.149643,113.39
-73.777044,5.145424,78.84
-73.786063,5.155662,107.65
-73.765877,5.161184,109.01
-73.782636,5.136375,101.47
-73.767526,5.138014,93.60
-73.775025,5.153199,88.38
-73.784783,5.170312,114.80
-73.779329,5.151201,65.07
-73.771006,5.140447,118.38
-73.772147,5.136212,96.16
-73.778686,5.153759,73.54
-73.784576,5.167039,119.35
-73.795738,5.154617,88.03
-73.781755,5.155821,87.18
-73.776536,5.170626,84.22
-73.772702,5.157510,86.68
-73.769890,5.170423,104.84
-73.773870,5.158632,103.06
-73.786534,5.156937,109.29
-73.774499,5.137576,101.40
-73.778815,5.166539,84.08
-73.786736,5.139750,93.31
-73.761222,5.155314,114.56
-73.771683,5.149317,104.10
-73.787517,5.164752,96.08
-73.791908,5.162642,108.24
-73.787419,5.156259,87.75
-73.786700,5.146319,132.65
-73.767635,5.144271,99.05
-73.793001,5.159409,91.12
-73.770497,5.149333,83.03
-73.767770,5.162323,86.45
-73.788308,5.151145,125.51
-73.774246,5.171758,122.61
-73.788655,5.158859,100.25
-73.769194,5.153321,118.47
-73.789426,5.142130,100.28
-73.778022,5.138537,96.31
-73.779886,5.142922,80.62
-73.766651,5.160362,112.10
-73.778155,5.146697,63.36
-73.776805,5.141246,100.83
-73.792658,5.157910,108.53
-73.794592,5.162294,86.21
-73.782272,5.148839,99.77
-73.796162,5.167078,72.36
-73.787516,5.169255,96.45
-73.767101,5.155233,83.72
-73.763351,5.159399,117.06
-73.776877,5.146093,126.73
-73.772773,5.151328,104.88
-73.792366,5.138434,114.89
-73.793560,5.171427,103.59
-73.780686,5.153272,112.03
-73.777260,5.151967,95.69
-73.767365,5.152810,86.11
-73.763955,5.144054,114.07
-73.780463,5.169452,105.47
-73.792058,5.161766,95.32
-73.782156,5.157321,117.09
-73.785118,5.137026,130.68
-73.784506,5.156352,91.43
-73.763147,5.165332,94.93
-73.784363,5.145716,74.65
-73.792085,5.151419,94.89
-73.765122,5.146026,103.85
-73.765651,5.141484,120.89
-73.772802,5.155460,93.50
-73.765234,5.163572,90.20
-73.795973,5.143122,113.96
-73.793792,5.158027,122.22
-73.775058,5.136954,74.31
-73.769856,5.156985,103.81
-73.762231,5.140165,110.76
-73.771866,5.147358,109.44
-73.788942,5.150559,91.21
-73.793831,5.143275,94.68
-73.787047,5.155462,54.99
-73.776750,5.172146,118.12
-73.770275,5.155842,83.93
-73.769768,5.148489,108.44
-73.787888,5.164378,80.27
-73.762793,5.155605,96.07
-73.777572,5.139868,76.30
-73.793851,5.159481,99.02
-73.764298,5.158719,87.59
-73.761880,5.170607,107.06
-73.764291,5.153080,123.19
-73.778023,5.161948,95.93
-73.795606,5.142246,94.68
-73.787080,5.142620,93.54
-73.785732,5.139641,89.11
-73.790923,5.137861,114.02
-73.772628,5.157993,106.10
-73.792841,5.142646,119.22
-73.783285,5.139827,92.40
-73.789001,5.153272,90.18
-73.773527,5.160373,83.51
-73.792962,5.148084,122.09
-73.778059,5.169647,99.77
-73.780444,5.169450,100.06
-73.778133,5.167686,84.03
-73.776744,5.165767,90.27
-73.779882,5.142640,80.56
-73.776884,5.143847,79.86
-73.787347,5.165867,93.22
-73.795676,5.145459,111.66
-73.762566,5.161823,118.38
-73.768218,5.149402,91.04
-73.795899,5.150449,80.12
-73.790178,5.144856,82.90
-73.797154,5.170184,97.27
-73.780382,5.141479,87.64
-73.769871,5.153811,105.83
-73.768079,5.154112,82.59
-73.762487,5.137060,89.00
-73.770300,5.161933,95.90
-73.765619,5.170455,83.52
-73.773419,5.161118,92.48
-73.770163,5.165585,101.21
-73.786215,5.154621,89.41
-73.779611,5.166829,122.15
-73.763742,5.161076,93.06
-73.771047,5.141404,115.18
-73.779861,5.160616,107.84
-73.792633,5.148669,83.54
-73.791486,5.170552,77.41
-73.780651,5.150691,92.66
-73.774575,5.161530,78.65
-73.779982,5.146123,84.45
-73.769754,5.167538,112.70
-73.762406,5.145845,79.87
-73.784335,5.141549,111.34
-73.765164,5.140526,135.26
-73.770133,5.145691,57.78
-73.781179,5.156944,102.46
-73.773806,5.167227,113.01
-73.761557,5.162057,107.47
-73.779661,5.169627,99.08
-73.782628,5.155503,125.12
-73.770662,5.144256,81.40
-73.788287,5.149255,95.17
-73.791460,5.159526,89.34
-73.790841,5.146860,75.11
-73.775613,5.160741,99.01
-73.795234,5.161883,111.96
-73.772684,5.152650,93.30
-73.788106,5.145972,117.21
-73.794493,5.144639,93.22
-73.788148,5.165409,78.73
-73.762519,5.166633,101.61
-73.779105,5.166441,90.00
-73.794169,5.159612,115.06
-73.776820,5.151698,120.22
-73.789104,5.144066,85.47
-73.780660,5.166579,84.52
-73.785562,5.159308,84.25
-73.780801,5.163962,109.53
-73.771405,5.164590,73.87
-73.772005,5.140286,99.19
-73.770578,5.159345,127.81
-73.789299,5.170488,79.14
-73.792598,5.159463,116.45
-73.763673,5.165502,81.12
-73.768749,5.140462,101.17
-73.785104,5.150138,88.97
-73.785371,5.153981,86.34
-73.774501,5.170471,130.97
-73.772160,5.171834,107.47
-73.780128,5.154130,88.71
-73.763269,5.164390,105.69
-73.766043,5.140334,83.52
-73.775386,5.167360,104.22
-73.792011,5.164861,91.77
-73.764162,5.161201,93.30
-73.786172,5.167831,98.03
-73.796718,5.165288,114.12
-73.768272,5.159347,120.90
-73.795737,5.154996,90.89
-73.777399,5.160364,105.83
-73.770183,5.146070,109.15
-73.776006,5.170758,122.30
-73.782296,5.165589,85.08
-73.773450,5.158277,112.86
-73.793895,5.158820,101.08
-73.765283,5.143523,113.94
-73.779025,5.158483,73.56
-73.764692,5.167373,95.10
-73.777255,5.168433,118.98
-73.791470,5.154555,100.98
-73.787353,5.169722,107.60
-73.787705,5.170414,103.04
-73.777734,5.170287,125.24
-73.782082,5.163156,87.62
-73.769446,5.137412,82.35
-73.774451,5.142503,100.90
-73.775730,5.154180,110.99
-73.784650,5.150405,102.52
-73.785725,5.155853,83.88
-73.765302,5.141264,85.77
-73.776738,5.143990,116.58
-73.786299,5.171642,114.83
-73.787160,5.153487,90.48
-73.774979,5.146173,99.23
-73.796540,5.168615,109.90
-73.774753,5.139965,110.89
-73.778454,5.147992,74.54
-73.770942,5.150637,93.11
-73.781262,5.149296,83.18
-73.795542,5.155826,99.38
-73.785253,5.171622,104.40
-73.764983,5.142477,118.75
-73.763952,5.141238,109.12
-73.761492,5.164863,113.49
-73.765233,5.150722,104.08
-73.787153,5.164970,124.35
-73.790025,5.166879,121.18
-73.773554,5.163600,79.65
-73.768655,5.152770,92.35
-73.779356,5.152475,103.12
-73.796704,5.146897,105.95
-73.787966,5.155080,87.01
-73.767994,5.140433,84.18
-73.791601,5.154240,114.20
-73.781997,5.155421,102.77
-73.791372,5.152396,98.48
-73.776093,5.163148,88.10
-73.786155,5.160109,118.63
-73.795498,5.167390,111.29
-73.794896,5.139041,86.60
-73.795811,5.151841,81.39
-73.794427,5.165467,118.24
-73.776199,5.157824,111.14
-73.797192,5.169787,71.45
-73.786785,5.154486,99.86
-73.790714,5.155831,90.12
-73.777307,5.137474,97.58
-73.761569,5.157014,101.53
-73.783078,5.159575,110.57
-73.770032,5.142528,94.82
-73.795459,5.137938,118.04
-73.772031,5.153045,97.11
-73.763940,5.148339,97.69
-73.778688,5.161621,105.69
-73.793997,5.154526,80.39
-73.787024,5.152584,103.44
-73.775877,5.163158,109.99
-73.775522,5.164004,96.13
-73.797253,5.168908,95.73
-73.777170,5.138542,129.89
-73.767466,5.140761,104.93
-73.773948,5.145516,136.00
-73.764272,5.146935,128.39
-73.779094,5.166993,105.68
-73.765520,5.140908,97.79
-73.777234,5.141709,95.71
-73.763579,5.169635,82.95
-73.791152,5.168096,113.59
-73.767012,5.167966,91.19
-73.783125,5.158067,95.75
-73.784984,5.152542,63.46
-73.782786,5.140801,75.21
-73.790947,5.164720,103.05
-73.772564,5.149818,90.59
-73.765039,5.160635,127.36
-73.775355,5.136450,105.42
-73.776430,5.144978,94.34
-73.769306,5.140232,88.07
-73.773046,5.166483,105.41
-73.796333,5.167004,119.27
-73.765093,5.170538,90.33
-73.767405,5.139654,111.78
-73.782300,5.165860,95.80
-73.761344,5.166560,126.68
-73.790666,5.159212,107.79
-73.781627,5.152061,109.22
-73.774350,5.157161,72.47
-73.781502,5.171267,72.72
-73.787878,5.171714,91.20
-73.767487,5.170715,110.52
-73.764690,5.171405,96.84
-73.792541,5.149802,96.75
-73.790281,5.153404,128.84
-73.770453,5.138852,125.50
-73.791287,5.157638,102.46
-73.770539,5.141967,84.24
-73.797184,5.157711,106.50
-73.786607,5.159929,101.89
-73.786356,5.171639,100.47
-73.772272,5.147485,111.74
-73.773515,5.159856,83.36
-73.763942,5.146558,99.99
-73.765934,5.162743,133.32
-73.792601,5.161788,60.54
-73.789627,5.170168,127.77
-73.762861,5.161829,109.74
-73.770575,5.155705,95.72
-73.764916,5.151541,106.06
-73.789414,5.145459,92.78
-73.780265,5.136975,106.10
-73.761935,5.146625,78.71
-73.780512,5.152282,96.76
-73.782972,5.169982,93.19
-73.763602,5.144937,81.07
-73.795532,5.157667,96.16
-73.775523,5.137125,111.44
-73.766247,5.165958,112.01
-73.769047,5.140103,76.59
-73.790377,5.151169,106.81
-73.790169,5.140527,120.78
-73.788079,5.137750,115.78
-73.769568,5.143736,95.69
-73.765907,5.162374,118.24
-73.782040,5.160512,97.53
-73.792884,5.150169,98.56
-73.778706,5.152350,83.09
-73.767144,5.140689,77.57
-73.761792,5.170834,101.52
-73.769064,5.153608,91.68
-73.785083,5.147465,78.96
-73.784205,5.164065,75.98
-73.790836,5.158276,89.19
-73.789447,5.140927,91.21
-73.778403,5.169809,86.74
-73.788219,5.136609,128.95
-73.771134,5.160060,116.23
-73.767509,5.156658,92.17
-73.791195,5.156084,82.14
-73.791402,5.154808,93.33
-73.772591,5.139429,93.02
-73.772559,5.140732,94.03
-73.777470,5.146419,102.83
-73.769648,5.168251,84.96
-73.781723,5.158877,93.95
-73.776044,5.148021,90.66
-73.778462,5.159057,107.40
-73.785617,5.171130,62.54
-73.790651,5.165039,79.31
-73.776562,5.160733,111.76
-73.766045,5.162968,116.58
-73.779107,5.153633,127.94
-73.765340,5.163843,88.13
-73.777819,5.147602,111.58
-73.768821,5.143611,108.00
-73.773042,5.162794,104.70
-73.787456,5.147867,105.07
-73.768891,5.157792,89.46
-73.765306,5.146393,90.25
-73.764338,5.157943,109.79
-73.790278,5.146952,78.96
-73.766111,5.165873,67.22
-73.783259,5.160687,101.32
-73.765069,5.150832,102.58
-73.786412,5.163539,91.07
-73.780772,5.154723,84.95
-73.775286,5.151974,89.00
-73.774813,5.167133,113.94
-73.774195,5.138123,68.84
-73.775725,5.154984,95.14
-73.785414,5.145038,98.90
-73.773747,5.169820,96.05
-73.775781,5.163947,139.01
-73.780224,5.139400,116.22
-73.762820,5.139164,114.17
-73.796072,5.156366,81.09
-73.796650,5.164404,123.24
-73.770735,5.160150,100.24
-73.764802,5.147139,99.94
-73.768476,5.161052,104.02
-73.781198,5.162915,129.49
-73.788099,5.140681,110.00
-73.784542,5.145428,85.94
-73.784896,5.155090,88.56
-73.766857,5.155134,90.13
-73.791380,5.155418,91.94
-73.776431,5.158071,108.29
-73.777467,5.159702,133.63
-73.790649,5.138735,119.04
-73.768438,5.165651,104.26
-73.765794,5.144288,103.76
-73.787705,5.168351,100.63
-73.773873,5.161286,105.26
-73.796274,5.168335,113.20
-73.791705,5.143752,110.71
-73.792476,5.151311,99.65
-73.789913,5.163711,112.60
-73.772031,5.169007,77.60
-73.790413,5.164403,85.72
-73.787815,5.161914,90.15
-73.767420,5.161356,109.19
-73.772416,5.137350,89.82
-73.767543,5.153343,99.78
-73.769607,5.136962,101.21
-73.793067,5.159918,105.76
-73.794905,5.137114,106.00
-73.767871,5.136877,87.28
-73.763558,5.155322,107.89
-73.790247,5.165370,94.81
-73.780528,5.162482,97.47
-73.767767,5.145969,85.07
-73.775786,5.144345,76.19
-73.794654,5.149203,106.84
-73.783743,5.145249,74.26
-73.785400,5.160019,83.68
-73.765742,5.158315,74.84
-73.780497,5.153099,119.04
-73.770125,5.159345,85.99
-73.767620,5.162858,101.27
-73.789779,5.169170,115.81
-73.781615,5.145276,102.76
-73.778788,5.158544,97.41
-73.777281,5.155764,88.39
-73.778743,5.138064,105.64
-73.780829,5.147467,107.69
-73.783048,5.136908,114.36
-73.790461,5.159063,84.53
-73.764843,5.159331,89.27
-73.790773,5.161988,87.81
-73.793378,5.145117,84.97
-73.795463,5.138897,126.76
-73.788622,5.148064,110.09
-73.769653,5.145342,104.43
-73.768045,5.154046,101.44
-73.769251,5.158560,68.14
-73.786087,5.140399,87.94
-73.778449,5.154138,117.22
-73.781512,5.154858,93.57
-73.775032,5.149633,101.11
-73.773363,5.138012,111.23
-73.784970,5.155017,110.37
-73.796994,5.159627,138.79
-73.786883,5.168260,100.34
-73.780683,5.159333,97.46
-73.764157,5.154254,92.58
-73.779259,5.161370,103.52
-73.776281,5.139059,85.70
-73.769205,5.156237,89.91
-73.766172,5.149345,102.40
-73.795769,5.145330,102.48
-73.771169,5.149671,99.94
-73.797279,5.149670,80.32
-73.778968,5.149278,110.51
-73.766728,5.147971,122.95
-73.790562,5.140820,93.28
-73.772807,5.142812,121.00
-73.779615,5.166864,92.94
-73.771675,5.139567,96.15
-73.781045,5.164476,126.65
-73.763467,5.166086,99.86
-73.797073,5.159402,93.12
-73.773743,5.156303,109.11
-73.778359,5.165612,108.26
-73.796856,5.170309,107.12
-73.772758,5.147317,112.73
-73.763149,5.166882,104.17
-73.779677,5.144862,105.01
-73.787353,5.143317,105.41
-73.765524,5.154547,116.96
-73.770267,5.146152,114.12
-73.767395,5.156347,92.71
-73.776552,5.142628,77.47
-73.781732,5.143229,89.65
-73.796034,5.163618,88.84
-73.773777,5.142733,110.22
-73.762368,5.163704,117.79
-73.769998,5.143357,121.45
-73.761526,5.169622,112.81
-73.772550,5.147896,88.47
-73.761136,5.160253,101.99
-73.785850,5.155493,94.91
-73.787452,5.155952,103.25
-73.786685,5.154345,88.52
-73.783849,5.139801,96.51
-73.796411,5.153145,127.43
-73.782623,5.139616,104.77
-73.769644,5.140702,97.48
-73.763750,5.155531,79.88
-73.796826,5.153318,79.54
-73.777786,5.140900,138.24
-73.783312,5.150847,72.46
-73.780995,5.159529,96.72
-73.781127,5.142876,94.28
-73.779595,5.157550,104.66
-73.771130,5.159635,76.06
-73.770705,5.156511,98.64
-73.779623,5.163085,75.92
-73.772508,5.147718,100.46
-73.773912,5.160884,89.80
-73.782683,5.169133,68.78
-73.791320,5.137634,115.95
-73.784558,5.146972,130.18
-73.788019,5.170719,91.41
-73.765521,5.160186,76.12
-73.763374,5.158434,106.17
-73.778562,5.160934,85.10
-73.785689,5.152799,97.36
-73.774561,5.137341,104.60
-73.780065,5.147073,117.92
-73.784928,5.156343,103.19
-73.782020,5.165637,84.37
-73.787921,5.155587,69.99
-73.765527,5.159200,104.67
-73.788542,5.143348,74.46
-73.768463,5.151345,110.58
-73.772376,5.146599,116.46
-73.773493,5.140651,115.54
-73.794820,5.142426,100.05
-73.784652,5.159222,74.47
-73.785784,5.155012,116.18
-73.794748,5.158706,98.25
-73.771681,5.144698,97.60
-73.774967,5.152767,116.93
-73.779616,5.137007,101.38
-73.793512,5.144077,92.52
-73.764117,5.145913,96.19
-73.785206,5.139974,118.09
-73.771978,5.147951,126.92
-73.782355,5.149289,115.93
-73.768663,5.147611,91.58
-73.796478,5.161690,89.10
-73.784029,5.140842,99.29
-73.797280,5.167285,78.73
-73.790084,5.145296,117.81
-73.781836,5.137283,107.88
-73.789247,5.146289,113.95
-73.788985,5.144662,105.69
-73.771955,5.168345,87.05
-73.762820,5.170665,117.33
-73.792201,5.154456,106.27
-73.796485,5.158183,112.47
-73.793487,5.140902,86.23
-73.764777,5.144436,55.08
-73.763231,5.146559,106.63
-73.789879,5.167005,101.08
-73.773347,5.168653,96.72
-73.772838,5.144422,103.16
-73.791902,5.167968,105.02
-73.793999,5.153585,105.43
-73.765930,5.145760,98.14
-73.763894,5.165658,84.37
-73.770870,5.165928,101.60
-73.795068,5.172103,102.61
-73.761269,5.164258,71.42
-73.768652,5.162330,105.73
-73.794938,5.139200,99.21
-73.796331,5.170908,94.46
-73.787168,5.136709,76.50
-73.780734,5.171965,101.34
-73.779286,5.171344,99.13
-73.775012,5.144802,111.77
-73.775682,5.145658,103.30
-73.791305,5.164109,112.76
-73.782846,5.166127,90.95
-73.784543,5.137064,64.21
-73.796062,5.158267,100.60
-73.765750,5.171273,97.80
-73.791396,5.152033,94.97
-73.789069,5.171766,100.07
-73.778992,5.160591,133.15
-73.797010,5.169703,107.88
-73.767938,5.166430,115.25
-73.769079,5.170450,115.07
-73.770006,5.157571,114.08
-73.762243,5.158823,96.08
-73.787776,5.143221,108.66
-73.769150,5.137343,113.81
-73.772697,5.165397,94.73
-73.767525,5.164943,101.82
-73.792157,5.152514,87.18
-73.767047,5.170363,72.13
-73.795269,5.163821,82.85
-73.789966,5.164326,91.59
-73.768225,5.161829,99.92
-73.785173,5.164394,111.29
-73.773565,5.154383,96.40
-73.791625,5.158645,108.55
-73.787946,5.148684,112.24
-73.764576,5.145842,88.71
-73.768901,5.144260,93.88
-73.793123,5.155661,80.37
-73.769597,5.167716,96.19
-73.781410,5.166985,95.80
-73.767121,5.138223,103.90
-73.766251,5.156731,84.85
-73.768373,5.152378,85.32
-73.778202,5.165854,87.96
-73.791349,5.156064,87.99
-73.780181,5.155182,96.73
-73.795099,5.143073,106.92
-73.772491,5.170372,101.79
-73.770473,5.148527,100.76
-73.765957,5.168777,82.60
-73.773560,5.148024,109.56
-73.762087,5.151942,93.84
-73.796909,5.166217,76.95
-73.791808,5.141123,128.82
-73.773904,5.154384,107.51
-73.765962,5.171241,86.29
-73.778491,5.141630,90.33
-73.765530,5.153213,99.85
-73.762988,5.164339,97.45
-73.771591,5.166548,115.11
